sgRNA	gene	HL60.final	KBM7.final
m67511308	MYBL1	1851	3536
m67511315	MYBL1	1749	739
m67513959	MYBL1	168	796
m67513972	MYBL1	1174	2364
m67513985	MYBL1	518	623
m67525052	MYBL1	1039	1154
m67525064	MYBL1	1740	1526
p67511334	MYBL1	1708	1075
p67514706	MYBL1	1005	1130
p67514717	MYBL1	850	1406
m42302472	MYBL2	1045	602
m42302494	MYBL2	309	689
m42302531	MYBL2	1248	941
p42295921	MYBL2	883	902
p42302451	MYBL2	2169	871
p42302480	MYBL2	455	350
p42302496	MYBL2	1844	1114
p42302504	MYBL2	2517	2476
p42302514	MYBL2	660	458
p42310415	MYBL2	388	653
m135507088	MYB	622	712
m135507110	MYB	566	499
m135507150	MYB	695	198
p135507037	MYB	81	51
p135507046	MYB	1334	2131
p135507077	MYB	1920	506
p135507095	MYB	219	87
p135507136	MYB	846	171
p135508983	MYB	413	473
p135508996	MYB	2276	2886
m77900693	MYCBP2	1470	2405
m77900704	MYCBP2	512	477
m77900729	MYCBP2	272	220
m77900764	MYCBP2	423	551
m77900782	MYCBP2	210	185
p77900672	MYCBP2	2213	1433
p77900678	MYCBP2	839	772
p77900696	MYCBP2	967	1675
p77900770	MYCBP2	629	936
p77900818	MYCBP2	626	1004
m39330343	MYCBP	471	577
m39332613	MYCBP	1362	1123
m39338691	MYCBP	558	1180
m39338716	MYCBP	1071	1524
p39330345	MYCBP	792	1428
p39332587	MYCBP	443	111
p39332598	MYCBP	261	395
p39332618	MYCBP	742	771
p39333227	MYCBP	2217	1507
p39338735	MYCBP	2105	2384
m40366880	MYCL1	1305	1458
m40366889	MYCL1	389	177
m40367003	MYCL1	207	2
m40367039	MYCL1	563	204
m40367061	MYCL1	451	794
p40366891	MYCL1	545	963
p40366897	MYCL1	240	432
p40366903	MYCL1	1168	1684
p40367024	MYCL1	1119	1757
p40367066	MYCL1	1181	1496
m16082186	MYCN	2489	2650
m16082192	MYCN	1697	1724
m16082202	MYCN	2366	1651
m16082208	MYCN	647	1242
m16082216	MYCN	441	795
m16082236	MYCN	1321	436
m16082242	MYCN	1754	848
m16082264	MYCN	1623	2937
p16082194	MYCN	3320	2414
p16082254	MYCN	2195	1323
m153042883	MYCT1	786	535
m153042894	MYCT1	1038	1782
m153042906	MYCT1	926	802
p153019036	MYCT1	820	407
p153019153	MYCT1	311	923
p153019162	MYCT1	670	965
p153019184	MYCT1	1760	1416
p153019194	MYCT1	1307	1833
p153042886	MYCT1	726	788
p153042898	MYCT1	2882	2411
m128750492	MYC	242	191
m128750515	MYC	282	200
m128750533	MYC	214	515
m128750549	MYC	51	147
m128750606	MYC	48	509
m128750636	MYC	913	900
m128750644	MYC	1131	942
m128750696	MYC	1725	338
p128750540	MYC	100	368
p128750567	MYC	0	108
m48460995	MYEF2	859	716
m48470285	MYEF2	980	829
m48470357	MYEF2	1329	1076
m48470404	MYEF2	204	229
m48470412	MYEF2	1118	1399
m48470418	MYEF2	812	889
p48460945	MYEF2	673	996
p48470308	MYEF2	112	753
p48470360	MYEF2	434	194
p48470377	MYEF2	245	602
m81110865	MYF5	903	766
m81110875	MYF5	523	644
m81110957	MYF5	878	1443
p81110832	MYF5	2388	3326
p81110928	MYF5	889	1297
p81110938	MYF5	2262	2030
p81110962	MYF5	817	959
p81110973	MYF5	658	793
p81110998	MYF5	787	744
p81111009	MYF5	1368	2559
m81101529	MYF6	337	1135
m81101603	MYF6	2016	2400
m81101695	MYF6	1840	722
p81101485	MYF6	2102	2496
p81101521	MYF6	420	696
p81101557	MYF6	425	588
p81101564	MYF6	662	1420
p81101582	MYF6	1089	1744
p81101591	MYF6	3289	3689
p81101665	MYF6	1720	1156
m8526356	MYH10	1644	1261
m8526380	MYH10	1706	2265
m8526404	MYH10	541	797
m8526436	MYH10	836	904
m8526512	MYH10	619	970
m8526542	MYH10	780	962
m8526550	MYH10	496	686
p8526468	MYH10	1333	1004
p8526473	MYH10	1765	1447
p8526514	MYH10	853	1893
m10416994	MYH1	187	1141
m10417368	MYH1	2797	2366
m10417425	MYH1	1484	392
m10417432	MYH1	778	1304
p10419328	MYH1	1438	1366
p10419342	MYH1	1022	1924
p10419375	MYH1	1100	1684
p10419800	MYH1	568	1806
p10419810	MYH1	1587	2806
p10419938	MYH1	533	714
m23876305	MYH6	851	537
m23876359	MYH6	1504	631
m23876371	MYH6	1227	909
m23876405	MYH6	1264	1577
m23876416	MYH6	294	418
p23876291	MYH6	1139	1330
p23876321	MYH6	311	383
p23876326	MYH6	1165	2203
p23876332	MYH6	1041	906
p23876362	MYH6	1384	1451
m23902799	MYH7	1078	1857
m23902811	MYH7	1005	1342
m23902857	MYH7	3699	2358
m23902875	MYH7	609	728
m23902880	MYH7	1186	1299
m23902914	MYH7	1149	1880
m23902931	MYH7	2916	2061
p23902801	MYH7	866	1031
p23902823	MYH7	871	525
p23902920	MYH7	1194	1038
m10323344	MYH8	2279	1994
m10323367	MYH8	860	1092
m10323408	MYH8	1237	625
m10323519	MYH8	917	1258
p10322295	MYH8	1957	1761
p10322328	MYH8	367	778
p10323334	MYH8	1905	954
p10323379	MYH8	399	1542
p10323388	MYH8	1369	1414
p10323523	MYH8	1694	1882
m36745165	MYH9	339	1084
m36745184	MYH9	734	1270
m36745190	MYH9	629	992
m36745214	MYH9	1090	957
m36745220	MYH9	831	2520
p36745176	MYH9	620	942
p36745193	MYH9	880	678
p36745201	MYH9	1774	1095
p36745242	MYH9	2057	3246
p36745260	MYH9	688	333
m30407427	MYLK2	997	1004
m30407939	MYLK2	1930	1717
m30407964	MYLK2	988	1748
m30407992	MYLK2	1007	1035
m30407998	MYLK2	1141	2228
m30408011	MYLK2	835	902
m30408017	MYLK2	1911	1731
p30407413	MYLK2	2617	4101
p30407921	MYLK2	2644	3627
p30407930	MYLK2	2629	1107
m46781999	MYLK3	1213	1482
m46782032	MYLK3	2176	3119
m46782079	MYLK3	967	651
m46782089	MYLK3	2692	3052
p46781957	MYLK3	601	631
p46781966	MYLK3	1046	2164
p46781972	MYLK3	1976	2698
p46782012	MYLK3	1069	1191
p46782024	MYLK3	1513	1821
p46782040	MYLK3	3810	2802
m2689181	MYLK4	42	371
m2693057	MYLK4	2656	2589
m2693062	MYLK4	2979	3399
m2693081	MYLK4	3497	3182
m2693086	MYLK4	2331	2251
m2749371	MYLK4	1826	1824
m2749473	MYLK4	1069	1913
p2693002	MYLK4	0	100
p2693044	MYLK4	1316	829
p2749374	MYLK4	1321	1255
m123337520	MYLK	1474	1795
m123337581	MYLK	930	1225
m123337593	MYLK	1390	1209
m123339099	MYLK	1485	1818
m123339114	MYLK	1875	2325
p123337522	MYLK	536	278
p123337537	MYLK	1202	1755
p123337584	MYLK	1611	1220
p123339070	MYLK	1563	1830
p123339084	MYLK	1476	1346
p169492114	MYNN	2099	1890
p169492122	MYNN	388	434
p169492152	MYNN	383	460
p169492177	MYNN	1470	1929
p169492187	MYNN	507	1304
p169492262	MYNN	1716	1887
p169492268	MYNN	252	166
p169492275	MYNN	1388	2323
p169492292	MYNN	529	1241
p169492308	MYNN	677	1073
m16818239	MYO10	986	871
m16877724	MYO10	478	858
m16877735	MYO10	1971	2941
m16877751	MYO10	894	914
m16877804	MYO10	1111	751
m16935898	MYO10	1207	876
p16818221	MYO10	1420	2481
p16877713	MYO10	1515	1303
p16877738	MYO10	1516	1190
p16877754	MYO10	510	699
m109318285	MYO16	1564	1467
m109318308	MYO16	1626	1299
m109318315	MYO16	1257	1392
m109318433	MYO16	2046	3125
m109318483	MYO16	1107	953
m109365041	MYO16	1736	1236
p109318357	MYO16	616	653
p109318444	MYO16	2351	3522
p109318475	MYO16	1321	866
p109365003	MYO16	824	975
m26157066	MYO18B	1571	1226
m26157079	MYO18B	208	360
m26157084	MYO18B	516	979
m26159342	MYO18B	972	614
m26159347	MYO18B	629	870
m26164080	MYO18B	1248	1356
m26164086	MYO18B	2446	3051
p26159264	MYO18B	432	587
p26159300	MYO18B	1457	2001
p26159334	MYO18B	1714	1458
m1386979	MYO1C	483	618
m1387494	MYO1C	0	45
m1387512	MYO1C	829	1705
m1387535	MYO1C	1449	686
m1387540	MYO1C	740	969
p1386983	MYO1C	861	307
p1387452	MYO1C	1393	1301
p1387465	MYO1C	36	0
p1387477	MYO1C	1553	2368
p1387546	MYO1C	1078	1241
m26241090	MYO3A	2893	2684
m26243858	MYO3A	1495	1343
p26241033	MYO3A	1277	1810
p26241079	MYO3A	511	892
p26241099	MYO3A	2509	1821
p26241105	MYO3A	1469	1919
p26241114	MYO3A	2903	3186
p26243846	MYO3A	1166	1610
p26243860	MYO3A	1643	1023
p26243876	MYO3A	842	67
m171055751	MYO3B	1963	2226
m171055784	MYO3B	1849	1383
m171055794	MYO3B	995	396
p171055709	MYO3B	826	878
p171055739	MYO3B	1480	1915
p171055773	MYO3B	1949	3113
p171055799	MYO3B	480	731
p171055808	MYO3B	2628	2537
p171055822	MYO3B	2083	2776
p171055841	MYO3B	4223	3866
m76527282	MYO6	1468	1873
m76527294	MYO6	1874	2003
m76527342	MYO6	1211	1113
p76527265	MYO6	1929	1615
p76527285	MYO6	567	373
p76527296	MYO6	36	0
p76527308	MYO6	678	580
p76527315	MYO6	1346	1369
p76527359	MYO6	121	156
p76532518	MYO6	1354	1269
m12626217	MYOCD	2989	3622
m12626294	MYOCD	1051	1253
m12639484	MYOCD	731	677
m12639519	MYOCD	151	170
m12639554	MYOCD	867	1521
m12639598	MYOCD	1541	1493
p12626245	MYOCD	2449	1531
p12626251	MYOCD	1445	1593
p12639521	MYOCD	773	850
p12639532	MYOCD	1247	1560
m17741347	MYOD1	706	842
m17741377	MYOD1	2649	2414
m17741396	MYOD1	844	817
m17741402	MYOD1	2400	2372
m17741442	MYOD1	1	532
m17741448	MYOD1	1806	1252
m17741466	MYOD1	592	812
m17741472	MYOD1	1089	1279
p17741349	MYOD1	1338	1757
p17741385	MYOD1	477	296
m95191234	MYOF	1505	1042
m95191244	MYOF	959	600
m95191262	MYOF	473	876
m95216640	MYOF	391	1012
m95216647	MYOF	2264	1405
p95191226	MYOF	921	892
p95211828	MYOF	516	680
p95216630	MYOF	2017	1649
p95241871	MYOF	630	1200
p95241930	MYOF	579	697
m203054981	MYOG	1863	3070
m203055006	MYOG	2447	2251
p203054878	MYOG	2130	2277
p203054883	MYOG	1969	2291
p203054894	MYOG	386	520
p203054970	MYOG	1284	1272
p203054986	MYOG	1297	892
p203054992	MYOG	991	468
p203054997	MYOG	1786	2848
p203055068	MYOG	778	867
m75397590	MYOZ1	1108	1283
m75397652	MYOZ1	1262	962
m75397674	MYOZ1	1764	1757
m75399707	MYOZ1	2757	3590
m75399717	MYOZ1	1783	2857
m75399764	MYOZ1	2126	1572
p75397561	MYOZ1	576	769
p75397610	MYOZ1	1310	519
p75399709	MYOZ1	738	1438
p75399728	MYOZ1	131	290
m69902750	MYPN	705	1112
m69902776	MYPN	253	883
m69902815	MYPN	1251	1579
p69902688	MYPN	1186	802
p69902693	MYPN	1948	1705
p69902729	MYPN	648	460
p69902759	MYPN	1705	2166
p69902781	MYPN	23	498
p69905233	MYPN	256	89
p69905247	MYPN	406	1086
m46404886	MYPOP	1043	1726
m46404895	MYPOP	62	170
m46404992	MYPOP	1053	914
p46404900	MYPOP	1808	1487
p46404907	MYPOP	1555	2330
p46404922	MYPOP	1834	1347
p46404928	MYPOP	2520	1493
p46404934	MYPOP	244	694
p46404957	MYPOP	896	1006
p46404970	MYPOP	1547	1849
m61533117	MYRF	1522	1099
m61533125	MYRF	944	1471
m61533141	MYRF	1037	1606
m61533438	MYRF	1404	349
m61533454	MYRF	2613	2453
p61533089	MYRF	2031	2498
p61533097	MYRF	2263	2269
p61533127	MYRF	2000	1914
p61533145	MYRF	1642	3124
p61533441	MYRF	754	266
m59150915	MYSM1	801	832
m59154711	MYSM1	1876	2561
m59160810	MYSM1	936	1711
m59160824	MYSM1	660	684
m59165691	MYSM1	2187	2634
m59165702	MYSM1	1594	1829
m59165708	MYSM1	2188	1865
p59154742	MYSM1	1329	2634
p59158561	MYSM1	334	310
p59158573	MYSM1	2739	4206
m1982938	MYT1L	1602	1835
m1982960	MYT1L	2009	2400
m1983320	MYT1L	400	216
m1983504	MYT1L	1177	1635
m1983513	MYT1L	833	1436
m1983525	MYT1L	749	1160
p1982966	MYT1L	3169	2675
p1983288	MYT1L	487	1192
p1983300	MYT1L	501	648
p1983530	MYT1L	149	463
m62830257	MYT1	1880	1694
m62830263	MYT1	1256	728
m62831251	MYT1	564	1017
m62836399	MYT1	814	854
m62836440	MYT1	609	1193
p62830237	MYT1	1243	1092
p62830247	MYT1	1326	1022
p62831253	MYT1	1531	1711
p62836404	MYT1	2591	2468
p62836428	MYT1	1348	1518
m59082643	MZF1	190	151
m59082650	MZF1	1761	2848
m59082662	MZF1	1669	1587
m59082667	MZF1	674	1348
m59082674	MZF1	138	71
m59082739	MZF1	53	101
m59082746	MZF1	1435	277
p59082617	MZF1	1801	1840
p59082633	MZF1	719	775
p59082679	MZF1	954	334
m48643760	N4BP1	1633	1126
m48643770	N4BP1	3505	3686
m48643800	N4BP1	1490	787
m48643812	N4BP1	1503	912
m48643825	N4BP1	1296	1158
m48643834	N4BP1	1974	2338
p48643774	N4BP1	1480	1444
p48643786	N4BP1	857	934
p48643792	N4BP1	439	907
p48643852	N4BP1	1170	1000
m153199438	NAA10	120	43
m153199838	NAA10	655	1874
m153199848	NAA10	298	143
m153200338	NAA10	445	139
p153199859	NAA10	758	677
p153199864	NAA10	119	0
p153199870	NAA10	269	1
p153199897	NAA10	3498	3908
p153199905	NAA10	83	60
p153200326	NAA10	504	351
m80246873	NAA11	2867	2558
m80246884	NAA11	516	1184
m80246889	NAA11	247	654
m80246920	NAA11	703	1146
p80246892	NAA11	973	761
p80246946	NAA11	1292	2253
p80246952	NAA11	1723	1864
p80246979	NAA11	1323	1800
p80246987	NAA11	1199	1203
p80247000	NAA11	942	621
m41885670	NAA16	2450	1987
m41885685	NAA16	253	576
m41894869	NAA16	436	1181
m41894877	NAA16	167	375
m41894947	NAA16	1289	1073
p41885696	NAA16	465	758
p41892937	NAA16	256	555
p41892994	NAA16	901	1453
p41894795	NAA16	547	323
p41894930	NAA16	1804	2426
m20003112	NAA20	900	746
m20006332	NAA20	940	550
m20006349	NAA20	754	442
m20006354	NAA20	870	114
m20006362	NAA20	847	256
p20003084	NAA20	0	0
p20006336	NAA20	308	182
p20006368	NAA20	632	333
p20006382	NAA20	393	795
p20007423	NAA20	653	788
m88573406	NAA35	766	695
m88573432	NAA35	1023	756
p88557089	NAA35	1030	793
p88557094	NAA35	1400	2758
p88573416	NAA35	227	364
p88573423	NAA35	1229	544
p88574731	NAA35	141	221
p88574739	NAA35	1601	2149
p88576913	NAA35	77	261
p88576921	NAA35	1701	2534
m117824287	NAA38	81	55
m117828384	NAA38	1672	965
m117832035	NAA38	724	179
p117824270	NAA38	899	1118
p117825712	NAA38	935	255
p117825726	NAA38	454	0
p117828322	NAA38	161	331
p117828387	NAA38	1585	677
p117828427	NAA38	305	66
p117831992	NAA38	873	1457
m191524089	NAB1	834	1622
m191524167	NAB1	643	1144
m191524188	NAB1	360	265
p191523889	NAB1	467	440
p191523900	NAB1	366	544
p191523907	NAB1	727	683
p191524021	NAB1	1830	2497
p191524104	NAB1	1807	2080
p191524197	NAB1	3480	3518
p191524202	NAB1	2225	2841
m57483112	NAB2	798	450
m57483121	NAB2	3344	2911
m57483129	NAB2	1559	882
m57484912	NAB2	686	867
m57484924	NAB2	2232	1304
m57484964	NAB2	2264	1588
m57484970	NAB2	1789	1834
p57483072	NAB2	1364	1892
p57484904	NAB2	1341	1113
p57484915	NAB2	1505	898
m192546682	NABP1	1610	2786
m192548482	NABP1	473	367
m192548502	NABP1	1059	1068
m192548983	NABP1	339	833
p192546669	NABP1	1069	1144
p192546690	NABP1	957	560
p192546695	NABP1	787	719
p192548491	NABP1	1335	941
p192548506	NABP1	1662	2220
p192548975	NABP1	1218	2125
m56618676	NABP2	662	299
m56619168	NABP2	1020	1624
p56618627	NABP2	859	1246
p56618642	NABP2	1094	915
p56618655	NABP2	3964	3268
p56618690	NABP2	1439	861
p56618697	NABP2	292	190
p56619154	NABP2	951	749
p56619159	NABP2	515	1082
p56619171	NABP2	2293	2630
m59668282	NACA2	1283	1397
m59668350	NACA2	2840	1810
m59668433	NACA2	784	1552
m59668449	NACA2	1794	1933
m59668472	NACA2	804	900
m59668483	NACA2	765	409
p59668142	NACA2	227	0
p59668176	NACA2	2056	2141
p59668367	NACA2	1364	2554
p59668413	NACA2	914	756
m45125670	NACAD	416	851
m45125675	NACAD	1365	1287
m45125696	NACAD	599	1349
m45128450	NACAD	245	338
m45128487	NACAD	4241	4055
p45125617	NACAD	139	467
p45125642	NACAD	1668	1964
p45125682	NACAD	3140	6180
p45128411	NACAD	1657	1061
p45128453	NACAD	1009	1161
m57107442	NACA	626	65
m57107453	NACA	1352	1591
m57108387	NACA	43	214
m57118300	NACA	262	9
p57106937	NACA	1344	1688
p57107336	NACA	763	460
p57108379	NACA	1075	1019
p57108391	NACA	191	71
p57118226	NACA	1119	1181
p57118278	NACA	706	352
m13246022	NACC1	1926	1275
m13246028	NACC1	1381	666
m13246050	NACC1	1735	1245
m13246071	NACC1	1887	1810
m13246080	NACC1	719	815
m13246137	NACC1	714	227
p13246036	NACC1	708	885
p13246101	NACC1	2847	3926
p13246110	NACC1	1988	3798
p13246125	NACC1	1866	3104
m138908178	NACC2	2447	4423
p138908183	NACC2	2510	2958
p138908191	NACC2	1287	1435
p138908197	NACC2	664	1210
p138908206	NACC2	2881	3896
p138908213	NACC2	1613	2031
p138908218	NACC2	2281	2300
p138908229	NACC2	1301	1338
p138908235	NACC2	880	1118
p138908241	NACC2	323	872
m66852441	NAE1	857	1523
m66855377	NAE1	393	413
m66855434	NAE1	935	554
m66857131	NAE1	984	1420
m66857450	NAE1	1681	2815
p66851365	NAE1	615	365
p66852467	NAE1	581	300
p66852503	NAE1	841	1391
p66855415	NAE1	627	82
p66857464	NAE1	111	19
m164087736	NAF1	355	564
m164087810	NAF1	545	928
m164087817	NAF1	1087	1137
m164087829	NAF1	362	440
m164087866	NAF1	763	807
p164087745	NAF1	648	501
p164087751	NAF1	430	520
p164087778	NAF1	1878	1463
p164087834	NAF1	1273	1059
p164087840	NAF1	956	566
m130829239	NAIF1	236	191
m130829269	NAIF1	1850	3428
m130829289	NAIF1	1662	1014
m130829310	NAIF1	1025	2951
m130829316	NAIF1	714	510
m130829331	NAIF1	320	525
m130829337	NAIF1	285	234
p130829230	NAIF1	2260	2695
p130829271	NAIF1	102	280
p130829359	NAIF1	130	497
m13988072	NANOS3	1472	950
m13988159	NANOS3	1507	1066
m13988164	NANOS3	744	915
p13988074	NANOS3	1289	1301
p13988079	NANOS3	536	989
p13988088	NANOS3	1465	1166
p13988093	NANOS3	929	1298
p13988104	NANOS3	2471	1653
p13988113	NANOS3	909	1370
p13988126	NANOS3	364	1246
m76449814	NAP1L1	569	558
m76453579	NAP1L1	1975	1770
m76453624	NAP1L1	1613	1496
m76453919	NAP1L1	545	411
m76454051	NAP1L1	1058	785
m76461181	NAP1L1	2261	2635
m76462711	NAP1L1	437	103
p76453605	NAP1L1	1235	817
p76453909	NAP1L1	1453	1681
p76461147	NAP1L1	634	689
m72434196	NAP1L2	1994	1520
m72434206	NAP1L2	1471	1116
m72434211	NAP1L2	1560	1446
m72434247	NAP1L2	232	468
m72434253	NAP1L2	569	600
m72434258	NAP1L2	203	796
m72434279	NAP1L2	363	704
p72434268	NAP1L2	1180	1096
p72434288	NAP1L2	1872	2710
p72434301	NAP1L2	1192	1206
m92928009	NAP1L3	1349	1239
m92928014	NAP1L3	913	1331
m92928042	NAP1L3	2330	2592
m92928047	NAP1L3	264	508
m92928216	NAP1L3	1202	1798
m92928258	NAP1L3	1422	677
p92928034	NAP1L3	260	399
p92928065	NAP1L3	458	766
p92928071	NAP1L3	678	2337
p92928228	NAP1L3	298	698
m2993333	NAP1L4	25	339
m2993375	NAP1L4	1446	1971
m2993387	NAP1L4	1322	746
m2993426	NAP1L4	870	840
m2997302	NAP1L4	859	1814
m2997314	NAP1L4	790	1982
m3000438	NAP1L4	2107	1287
p2993379	NAP1L4	1572	507
p2997246	NAP1L4	1501	1448
p2999533	NAP1L4	825	1105
m89618748	NAP1L5	1187	1030
m89618754	NAP1L5	2735	2066
m89618762	NAP1L5	1781	1033
m89618783	NAP1L5	1624	801
m89618804	NAP1L5	575	521
m89618816	NAP1L5	4196	1863
m89618823	NAP1L5	3173	2180
m89618850	NAP1L5	1275	688
m89618859	NAP1L5	760	1612
m89618895	NAP1L5	655	1271
m144660336	NAPRT1	525	726
m144660388	NAPRT1	1193	657
m144660393	NAPRT1	980	553
m144660424	NAPRT1	436	518
m144660475	NAPRT1	1426	1049
m144660481	NAPRT1	1156	180
p144660350	NAPRT1	487	755
p144660395	NAPRT1	2261	1064
p144660403	NAPRT1	2467	3328
p144660409	NAPRT1	972	844
m80426722	NARF	1731	1468
m80426742	NARF	337	46
m80430524	NARF	572	552
m80430547	NARF	1224	1967
m80430552	NARF	1275	1067
m80430562	NARF	2930	2359
m80436674	NARF	1418	1746
p80426647	NARF	861	723
p80430452	NARF	1209	1131
p80430512	NARF	2739	2222
m60747580	NARG2	1101	2020
m60748889	NARG2	475	776
m60748916	NARG2	1546	2306
m60748932	NARG2	377	179
m60758794	NARG2	1093	383
m60758836	NARG2	608	865
p60747301	NARG2	2079	1996
p60747323	NARG2	472	701
p60747542	NARG2	906	1212
p60747587	NARG2	1184	1961
m46049825	NASP	607	80
m46049834	NASP	362	233
m46049846	NASP	524	645
m46049855	NASP	667	878
p46056920	NASP	1227	1090
p46072142	NASP	471	445
p46072150	NASP	1651	1361
p46072162	NASP	738	757
p46072177	NASP	2084	3022
p46078838	NASP	1329	1484
m34133674	NAT10	466	639
m34133696	NAT10	1078	405
m34133729	NAT10	2542	1753
m34133739	NAT10	691	335
m34133750	NAT10	730	309
p34133643	NAT10	48	0
p34133718	NAT10	554	975
p34133731	NAT10	256	14
p34135270	NAT10	871	920
p34135275	NAT10	934	1511
m55997084	NAT14	477	385
m55997089	NAT14	742	711
m55997127	NAT14	1413	1035
m55997800	NAT14	2030	2167
m55997817	NAT14	627	986
p55997764	NAT14	2637	2340
p55997770	NAT14	522	448
p55997802	NAT14	1304	1066
p55997809	NAT14	3201	3223
p55997830	NAT14	564	239
m20057524	NAV2	1370	635
m20057548	NAV2	1875	683
m20057558	NAV2	2406	2299
m20057581	NAV2	1616	1785
m20057587	NAV2	2162	2371
m20057605	NAV2	2973	3153
m20057633	NAV2	1891	3541
p20057511	NAV2	770	1478
p20065528	NAV2	1354	1358
p20065536	NAV2	965	556
m78225280	NAV3	1730	1967
m78225298	NAV3	2306	1610
m78225316	NAV3	1467	2454
m78225322	NAV3	1633	1198
m78225364	NAV3	591	872
m78225392	NAV3	1583	2240
p78225232	NAV3	735	699
p78225265	NAV3	3576	3539
p78225307	NAV3	596	695
p78225345	NAV3	1032	1779
m90993104	NBN	1436	937
m90993604	NBN	1135	601
m90993684	NBN	968	1471
m90995039	NBN	1732	861
m90996766	NBN	2010	1545
p90994934	NBN	757	618
p90994972	NBN	1175	1842
p90996739	NBN	2000	2253
p90996747	NBN	444	474
p90996769	NBN	1028	767
m6604274	NCAPD2	623	1009
m6604364	NCAPD2	2391	997
m6604378	NCAPD2	276	33
m6618915	NCAPD2	1218	866
m6619262	NCAPD2	723	992
m6619267	NCAPD2	1700	2044
p6604332	NCAPD2	2749	2638
p6604369	NCAPD2	1269	501
p6618886	NCAPD2	382	1062
p6619241	NCAPD2	925	801
m134090538	NCAPD3	567	617
m134090596	NCAPD3	469	996
m134090602	NCAPD3	231	948
m134093781	NCAPD3	340	1112
m134093807	NCAPD3	903	1461
p134090543	NCAPD3	1048	846
p134090553	NCAPD3	488	288
p134093752	NCAPD3	926	1155
p134093760	NCAPD3	2052	1308
p134093768	NCAPD3	2417	2737
m158486060	NCAPG2	1767	1748
m158486068	NCAPG2	343	366
m158486111	NCAPG2	339	484
m158486138	NCAPG2	1201	1724
m158494547	NCAPG2	1399	1700
m158494553	NCAPG2	955	2214
p158486143	NCAPG2	334	687
p158486151	NCAPG2	1417	881
p158486159	NCAPG2	458	1444
p158494539	NCAPG2	161	1199
m17812701	NCAPG	506	311
m17812740	NCAPG	1	278
p17812687	NCAPG	450	152
p17812692	NCAPG	179	1350
p17812711	NCAPG	3148	2202
p17812722	NCAPG	450	1155
p17812750	NCAPG	502	524
p17812759	NCAPG	477	879
p17812765	NCAPG	259	316
p17812789	NCAPG	305	606
m50946794	NCAPH2	831	742
m50946808	NCAPH2	386	707
m50946813	NCAPH2	940	1521
m50946824	NCAPH2	1477	1783
p50946756	NCAPH2	420	1086
p50946816	NCAPH2	750	663
p50946834	NCAPH2	2683	1773
p50946846	NCAPH2	1674	1138
p50946852	NCAPH2	111	0
p50954910	NCAPH2	529	735
m97007378	NCAPH	1706	1616
m97007387	NCAPH	477	568
m97007430	NCAPH	1007	578
m97007439	NCAPH	642	297
m97007447	NCAPH	1216	1016
m97007472	NCAPH	1211	663
m97007477	NCAPH	897	216
p97001558	NCAPH	1357	897
p97001564	NCAPH	1074	530
p97007399	NCAPH	2209	2074
m100403105	NCBP1	1349	2629
m100403850	NCBP1	226	28
m100403869	NCBP1	473	1914
p100396149	NCBP1	492	187
p100396155	NCBP1	2140	954
p100396175	NCBP1	1281	1388
p100403112	NCBP1	465	1325
p100403134	NCBP1	391	652
p100403852	NCBP1	636	131
p100403857	NCBP1	290	149
m196664436	NCBP2	378	735
m196664463	NCBP2	517	536
m196669313	NCBP2	107	155
m196669331	NCBP2	578	1
m196669355	NCBP2	151	45
m196669366	NCBP2	204	0
p196664467	NCBP2	666	459
p196669292	NCBP2	185	99
p196669298	NCBP2	555	560
p196669337	NCBP2	828	271
m36024732	NCDN	753	1895
m36024746	NCDN	819	504
m36024781	NCDN	574	668
m36024801	NCDN	650	1497
m36024813	NCDN	1415	2665
m36024840	NCDN	620	1116
p36024712	NCDN	1731	1957
p36024736	NCDN	638	874
p36024773	NCDN	895	1946
p36024787	NCDN	503	464
m183559367	NCF2	1528	840
m183559388	NCF2	962	839
m183559396	NCF2	515	533
m183559401	NCF2	2448	2274
m183559406	NCF2	1586	1879
m183559428	NCF2	1196	1125
m183559437	NCF2	1056	1225
m183559451	NCF2	934	1908
m183559457	NCF2	760	815
p183559337	NCF2	920	1593
m136664450	NCK1	1638	1783
m136664459	NCK1	1129	1171
m136664518	NCK1	2382	2776
m136664528	NCK1	790	768
p136664530	NCK1	30	0
p136664542	NCK1	2005	1388
p136664563	NCK1	217	153
p136664600	NCK1	1058	774
p136664607	NCK1	987	2351
p136664612	NCK1	3344	4058
m48723125	NCKIPSD	911	456
m48723134	NCKIPSD	3042	4131
m48723141	NCKIPSD	387	520
m48723181	NCKIPSD	919	497
m48723194	NCKIPSD	806	607
m48723209	NCKIPSD	575	986
p48723146	NCKIPSD	230	520
p48723162	NCKIPSD	922	561
p48723212	NCKIPSD	2500	2013
p48723221	NCKIPSD	522	937
m3186085	NCLN	1159	1627
m3186105	NCLN	243	105
m3186110	NCLN	1773	713
m3186149	NCLN	1185	1145
m3186155	NCLN	853	334
p3186021	NCLN	869	1136
p3186027	NCLN	482	665
p3186033	NCLN	2855	2575
p3186048	NCLN	1525	697
p3186067	NCLN	1598	690
m232326673	NCL	2621	2224
m232326708	NCL	930	487
m232327912	NCL	1022	367
m232327920	NCL	1249	1315
m232327978	NCL	32	2
m232329048	NCL	1065	462
p232326665	NCL	632	126
p232326696	NCL	168	42
p232327962	NCL	363	397
p232327968	NCL	269	78
